texto,sentimento,label
"Produto chegou em embalagem reforçada, sem nenhum dano no transporte",Positivo,2
"Compra online padrão, igual a qualquer outra experiência do mercado",Neutro,1
Embalagem violada no momento da entrega e atendimento terceirizado desinformado,Negativo,0
"Produto chegou correto, embalagem simples mas funciona como esperado",Neutro,1
Produto com ferrugem nas peças metálicas e chamado aberto sem nenhuma atualização,Negativo,0
Atendimento humanizado que faz toda a diferença na experiência,Positivo,2
Melhor custo-benefício que encontrei no mercado após muita pesquisa,Positivo,2
"Entregador tentou uma vez e não avisou, não recomendo essa loja para ninguém",Negativo,0
"Produto chegou sem lacre de segurança, experiência terrível do início ao fim",Negativo,0
"Atendimento razoável, resolveu meu problema mas demorou mais que esperado",Neutro,1
Empresa séria e comprometida que cumpre rigorosamente o prometido,Positivo,2
"Produto com manual somente em inglês, total desperdício de dinheiro",Negativo,0
"Produto funcional sem extras ou bônus adicionais, faz o básico",Neutro,1
"Desconto prometido não foi aplicado, tive que acionar o Procon",Negativo,0
"Site com informações básicas, poderia ter mais detalhes técnicos",Neutro,1
Produto extraviado e empresa não resolve e assistência técnica sem peças de reposição,Negativo,0
"Produto com manual somente em inglês, tive que acionar o Procon",Negativo,0
"Produto com data de validade vencida, total desperdício de dinheiro",Negativo,0
"Site com informações básicas, poderia ter mais detalhes técnicos",Neutro,1
"Atendimento exemplar, empresa verdadeiramente preocupada com o cliente",Positivo,2
Produto com ferrugem nas peças metálicas e robô de atendimento não resolve nada,Negativo,0
"Produto com peças faltando na embalagem, tive que acionar o Procon",Negativo,0
Produto com qualidade muito inferior ao anunciado e reclamação ignorada no Reclame Aqui,Negativo,0
Produto com data de validade vencida e suporte técnico totalmente despreparado,Negativo,0
"Produto adequado para o uso básico diário, sem reclamações específicas",Neutro,1
"Atendimento exemplar, empresa verdadeiramente preocupada com o cliente",Positivo,2
"Produto chegou correto, embalagem simples mas funciona como esperado",Neutro,1
"Atendimento respondeu em tempo hábil, solução parcialmente satisfatória",Neutro,1
"Embalagem violada no momento da entrega, fui completamente enganado",Negativo,0
Cobrado duas vezes sem estorno e reclamação ignorada no Reclame Aqui,Negativo,0
Produto com cheiro estranho ao abrir e empresa ignora histórico de contatos anteriores,Negativo,0
Atendimento cordial mas sem grande capacidade de resolver problemas,Neutro,1
Atendimento humanizado que faz toda a diferença na experiência,Positivo,2
Suporte técnico competente e ágil na resolução completa do problema,Positivo,2
Produto razoável com custo-benefício aceitável para a categoria,Neutro,1
"Produto recusado na entrega por estar danificado, tive que acionar o Procon",Negativo,0
Resposta do suporte demorou dois dias mas finalmente resolveu a questão,Neutro,1
"Experiência sem nada de extraordinário, expectativas foram atendidas",Neutro,1
"Site funcionou bem, pagamento processado sem dificuldades no checkout",Neutro,1
"Produto com cheiro estranho ao abrir, nunca mais compro nessa empresa",Negativo,0
Produto enviado sem embalagem adequada e email sem resposta há mais de uma semana,Negativo,0
Recomendo sem hesitar a todos os amigos e familiares próximos,Positivo,2
"Qualidade incrível pelo preço praticado, recomendo a todos sem hesitação",Positivo,2
"Produto enviado sem embalagem adequada, tive que acionar o Procon",Negativo,0
"Atendimento normal, questão resolvida no prazo informado pelo suporte",Neutro,1
"Superou tudo que eu esperava, produto de qualidade excepcional",Positivo,2
Empresa de confiança que recomendo para qualquer pessoa sem hesitar,Positivo,2
"Produto exatamente igual ao descrito, sem nenhuma surpresa desagradável",Positivo,2
"Nota fiscal com cnpj diferente do vendedor, experiência terrível do início ao fim",Negativo,0
Produto com qualidade razoável que atende à necessidade básica,Neutro,1
Produto com componentes falsificados e garantia não foi honrada dentro do prazo,Negativo,0
"Compra tranquila, sem maiores problemas ou surpresas durante o processo",Neutro,1
"Compra realizada com segurança, produto perfeito e entrega exemplar",Positivo,2
Produto com manual somente em inglês e reclamação ignorada no Reclame Aqui,Negativo,0
"Atendimento razoável, resolveu meu problema mas demorou mais que esperado",Neutro,1
"Produto e serviço impecáveis, superando em muito as expectativas",Positivo,2
"O produto funciona, mas as instruções de uso poderiam ser mais claras",Neutro,1
"Pedido processado normalmente, produto dentro das especificações básicas",Neutro,1
"Produto enviado sem embalagem adequada, propaganda enganosa",Negativo,0
Prazo completamente descumprido sem aviso e assistência técnica sem peças de reposição,Negativo,0
"Atendimento dentro do padrão normal, sem nada de especial a destacar",Neutro,1
Entrega atrasou mais de 20 dias e reclamação ignorada no Reclame Aqui,Negativo,0
"Produto muito barulhento em operação, péssima experiência de compra",Negativo,0
"Produto com data de validade vencida, total desperdício de dinheiro",Negativo,0
"Produto recusado na entrega por estar danificado, fui completamente enganado",Negativo,0
Compra realizada com total segurança e transparência no processo,Positivo,2
"Atendimento respondeu em tempo hábil, solução parcialmente satisfatória",Neutro,1
"Desconto prometido não foi aplicado, propaganda enganosa",Negativo,0
Produto com acabamento impecável e material de altíssima durabilidade,Positivo,2
"Qualidade aceitável para o preço pago, atende ao básico necessário",Neutro,1
"Produto simples que cumpre o que promete, sem grandes diferenciais",Neutro,1
Produto veio sem os acessórios prometidos e assistência técnica sem peças de reposição,Negativo,0
"Atendimento normal, questão resolvida no prazo informado pelo suporte",Neutro,1
"Melhor compra que realizei esse ano, produto simplesmente fantástico",Positivo,2
Produto veio com defeito de fábrica e nunca consegui falar com um atendente,Negativo,0
Fiquei impressionado com a qualidade do produto e rapidez no envio,Positivo,2
"Frete expresso cobrado mas entrega atrasou, propaganda enganosa",Negativo,0
Frete um pouco acima da média do mercado mas a entrega foi pontual,Neutro,1
Produto chegou antes do prazo e superou as expectativas em acabamento,Positivo,2
Loja online com melhor experiência de compra que já tive,Positivo,2
Frete um pouco acima da média do mercado mas a entrega foi pontual,Neutro,1
"Produto fantástico, minha família inteira adorou o presente escolhido",Positivo,2
"Site com informações básicas, poderia ter mais detalhes técnicos",Neutro,1
Fiquei impressionado com a qualidade do produto e rapidez no envio,Positivo,2
Produto muito barulhento em operação e chamado aberto sem nenhuma atualização,Negativo,0
Produto com peças faltando na embalagem e garantia não foi honrada dentro do prazo,Negativo,0
"Compra tranquila, sem maiores problemas ou surpresas durante o processo",Neutro,1
Fiquei impressionado com a qualidade do produto e rapidez no envio,Positivo,2
"Compra tranquila, sem maiores problemas ou surpresas durante o processo",Neutro,1
"Atendimento normal, questão resolvida no prazo informado pelo suporte",Neutro,1
"Empresa demora semanas para estornar pagamento, péssima experiência de compra",Negativo,0
"Produto e serviço impecáveis, superando em muito as expectativas",Positivo,2
"Produto não funciona conforme anunciado, experiência terrível do início ao fim",Negativo,0
"Produto muito barulhento em operação, nunca mais compro nessa empresa",Negativo,0
Produto chegou sem lacre de segurança e garantia não foi honrada dentro do prazo,Negativo,0
"Compra online padrão, igual a qualquer outra experiência do mercado",Neutro,1
"Estou muito satisfeito com a compra, recomendo essa loja a todos",Positivo,2
"Cobrado duas vezes sem estorno, não recomendo essa loja para ninguém",Negativo,0
Loja online com melhor experiência de compra que já tive,Positivo,2
Loja online com melhor experiência de compra que já tive,Positivo,2
"Suporte resolveu meu problema em menos de 5 minutos, serviço impecável",Positivo,2
Produto com componentes falsificados e suporte prometeu retorno e sumiu,Negativo,0
Produto com componentes falsificados e robô de atendimento não resolve nada,Negativo,0
"Experiência de compra comum, nem muito boa nem muito ruim",Neutro,1
Produto com acabamento impecável e material de altíssima durabilidade,Positivo,2
"Entrega expressa, produto bem embalado e funcionando perfeitamente",Positivo,2
"Produto fantástico, minha família inteira adorou o presente escolhido",Positivo,2
"Produto adequado para o uso básico diário, sem reclamações específicas",Neutro,1
"Qualidade aceitável para o preço pago, atende ao básico necessário",Neutro,1
"Experiência fantástica de ponta a ponta, voltarei a comprar sempre",Positivo,2
Produto razoável com custo-benefício aceitável para a categoria,Neutro,1
Experiência de compra muito positiva e tranquila do início ao fim,Positivo,2
"Produto com componentes falsificados, não recomendo essa loja para ninguém",Negativo,0
"Frete expresso cobrado mas entrega atrasou, propaganda enganosa",Negativo,0
"Cancelamento não processado continuei sendo cobrado, descaso total com o consumidor",Negativo,0
"Produto com manual somente em inglês, empresa que não respeita o cliente",Negativo,0
"Qualidade incrível pelo preço praticado, recomendo a todos sem hesitação",Positivo,2
Empresa confiável e transparente em todas as etapas do processo,Positivo,2
"Entregador tentou uma vez e não avisou, propaganda enganosa",Negativo,0
Desconto prometido não foi aplicado e garantia não foi honrada dentro do prazo,Negativo,0
Produto com qualidade muito inferior ao anunciado e garantia não foi honrada dentro do prazo,Negativo,0
Produto conforme descrito com qualidade bem superior ao esperado,Positivo,2
"Superou tudo que eu esperava, produto de qualidade excepcional",Positivo,2
Produto superou expectativas em durabilidade e acabamento final,Positivo,2
Fiquei impressionado com a qualidade do produto e rapidez no envio,Positivo,2
"Produto veio sem os acessórios prometidos, fui completamente enganado",Negativo,0
"Estou muito satisfeito com a compra, recomendo essa loja a todos",Positivo,2
"Produto chegou sem lacre de segurança, não recomendo essa loja para ninguém",Negativo,0
"Produto simples que cumpre o que promete, sem grandes diferenciais",Neutro,1
"Atendimento razoável, resolveu meu problema mas demorou mais que esperado",Neutro,1
Produto conforme descrito com qualidade bem superior ao esperado,Positivo,2
"Experiência de compra comum, nem muito boa nem muito ruim",Neutro,1
Produto de qualidade excepcional que vale muito mais do que o preço,Positivo,2
Empresa que valoriza genuinamente o cliente acima de tudo,Positivo,2
"Produto e serviço impecáveis, superando em muito as expectativas",Positivo,2
Produto com dimensões diferentes do especificado e email sem resposta há mais de uma semana,Negativo,0
"Produto adequado para o uso básico diário, sem reclamações específicas",Neutro,1
"Atendimento rápido, eficiente e resolutivo em menos de dez minutos",Positivo,2
"Frete expresso cobrado mas entrega atrasou, nunca mais compro nessa empresa",Negativo,0
"Produto chegou correto, embalagem simples mas funciona como esperado",Neutro,1
"Produto sem certificação obrigatória, total desperdício de dinheiro",Negativo,0
Produto com sistema desatualizado sem suporte e devolução negada sem justificativa,Negativo,0
"Produto com dimensões diferentes do especificado, experiência terrível do início ao fim",Negativo,0
Produto com data de validade vencida e atendimento horrível e sem resolução,Negativo,0
Produto superou expectativas em durabilidade e acabamento final,Positivo,2
"Produto fantástico, minha família inteira adorou o presente escolhido",Positivo,2
"Experiência de compra comum, nem muito boa nem muito ruim",Neutro,1
"Atendimento rápido, eficiente e resolutivo em menos de dez minutos",Positivo,2
Produto quebrou na primeira semana e reclamação ignorada no Reclame Aqui,Negativo,0
"Atendimento normal, questão resolvida no prazo informado pelo suporte",Neutro,1
"Produto ok, manual poderia ser mais detalhado e fácil de entender",Neutro,1
"Compra fácil, rápida e segura com excelente experiência do usuário",Positivo,2
"Compra fácil no site, entrega rápida e produto de altíssima qualidade",Positivo,2
Produto com componentes falsificados e devolução negada sem justificativa,Negativo,0
"Superou tudo que eu esperava, produto de qualidade excepcional",Positivo,2
Produto de altíssima qualidade com embalagem premium muito cuidadosa,Positivo,2
"Produto frágil que quebrou no desempacotamento, tive que acionar o Procon",Negativo,0
Produto com acabamento impecável e material de altíssima durabilidade,Positivo,2
Loja online com melhor experiência de compra que já tive,Positivo,2
Produto com manual somente em inglês e fiquei mais de uma hora esperando no telefone,Negativo,0
Produto muito barulhento em operação e reclamação ignorada no Reclame Aqui,Negativo,0
"Produto com dimensões diferentes do especificado, tive que acionar o Procon",Negativo,0
"Atendimento dentro do padrão normal, sem nada de especial a destacar",Neutro,1
"Produto frágil que quebrou no desempacotamento, total desperdício de dinheiro",Negativo,0
"Entrega dentro do esperado, produto chegou em bom estado de conservação",Neutro,1
Produto superou expectativas em durabilidade e acabamento final,Positivo,2
Produto não funciona conforme anunciado e fiquei mais de uma hora esperando no telefone,Negativo,0
"Embalagem violada no momento da entrega, total desperdício de dinheiro",Negativo,0
"Produto adequado para o uso básico diário, sem reclamações específicas",Neutro,1
"Atendimento rápido, atencioso e muito eficiente, parabéns à equipe",Positivo,2
"Equipe de vendas bem treinada, atenciosa e extremamente prestativa",Positivo,2
"Atendimento dentro do padrão normal, sem nada de especial a destacar",Neutro,1
"Produto entregue conforme pedido, nada a elogiar nem reclamar",Neutro,1
"Experiência de compra comum, nem muito boa nem muito ruim",Neutro,1
"Produto extraviado e empresa não resolve, descaso total com o consumidor",Negativo,0
Produto sem certificação obrigatória e devolução negada sem justificativa,Negativo,0
"Compra tranquila, sem maiores problemas ou surpresas durante o processo",Neutro,1
Prazo completamente descumprido sem aviso e devolução negada sem justificativa,Negativo,0
"O produto funciona, mas as instruções de uso poderiam ser mais claras",Neutro,1
Suporte respondeu em prazo aceitável e resolveu parcialmente o problema,Neutro,1
Produto não funciona conforme anunciado e chamado aberto sem nenhuma atualização,Negativo,0
"Troca realizada sem dificuldades, processo padrão de qualquer loja",Neutro,1
"Atendimento razoável, resolveu meu problema mas demorou mais que esperado",Neutro,1
Cancelamento não processado continuei sendo cobrado e suporte técnico totalmente despreparado,Negativo,0
"Produto com data de validade vencida, propaganda enganosa",Negativo,0
"Troca realizada sem dificuldades, processo padrão de qualquer loja",Neutro,1
"Produto com qualidade muito inferior ao anunciado, nunca mais compro nessa empresa",Negativo,0
"Site funcionou bem, pagamento processado sem dificuldades no checkout",Neutro,1
Produto muito barulhento em operação e atendimento horrível e sem resolução,Negativo,0
"Desconto prometido não foi aplicado, nunca mais compro nessa empresa",Negativo,0
"Serviço de pós-venda excelente, empresa se preocupa com a satisfação",Positivo,2
"Produto enviado sem embalagem adequada, propaganda enganosa",Negativo,0
Atendimento cordial mas sem grande capacidade de resolver problemas,Neutro,1
"Atendimento ok, não foi excepcional mas resolveu o que era necessário",Neutro,1
Produto com qualidade razoável que atende à necessidade básica,Neutro,1
Produto com qualidade muito inferior ao anunciado e devolução negada sem justificativa,Negativo,0
"Compra realizada sem grandes problemas, produto conforme o anunciado",Neutro,1
"O produto funciona, mas as instruções de uso poderiam ser mais claras",Neutro,1
"Atendimento respondeu em tempo hábil, solução parcialmente satisfatória",Neutro,1
"Entrega expressa, produto bem embalado e funcionando perfeitamente",Positivo,2
Atendimento humanizado que faz toda a diferença na experiência,Positivo,2
"Entregador tentou uma vez e não avisou, tive que acionar o Procon",Negativo,0
"Produto sem certificação obrigatória, descaso total com o consumidor",Negativo,0
"Produto mediano, esperava um pouco mais pelo preço que foi cobrado",Neutro,1
"Produto conforme descrito, entrega no prazo estipulado pelo vendedor",Neutro,1
"Atendimento rápido, eficiente e resolutivo em menos de dez minutos",Positivo,2
"Produto mediano, esperava um pouco mais pelo preço que foi cobrado",Neutro,1
Resposta do suporte demorou dois dias mas finalmente resolveu a questão,Neutro,1
